Index,Customer Name,Customer ID,Product,Price
545,Erica Bern,15044,Computer Peripherals,39.99
546,Guy Armstrong,15139,Chairs & Chairmats,300.98
547,Guy Armstrong,15139,Storage & Organization,20.98
548,Evan Minnotte,15463,Paper,5.98
549,Joy Smith,15618,Paper,5.28
550,Joy Smith,15618,Paper,18.97
551,Joy Smith,15618,Telephones and Communication,65.99
552,Paul Gonzalez,16100,Office Furnishings,4.82
553,Filia McAdams,16320,Telephones and Communication,125.99
554,Joy Smith,16419,Paper,5.78
555,Greg Guthrie,17090,Bookcases,140.98
556,Greg Guthrie,17090,Chairs & Chairmats,122.99
557,Joy Smith,17315,Paper,5.43
558,Joy Smith,17376,Computer Peripherals,28.48
559,Greg Guthrie,18210,Appliances,363.25
560,Greg Guthrie,18210,Pens & Art Supplies,2.88
561,Jack Lebron,18273,Computer Peripherals,49.99
562,Joy Smith,18788,Office Furnishings,19.99
563,Evan Minnotte,19042,Binders and Binder Accessories,40.98
564,Chuck Magee,19073,Office Furnishings,10.64
565,Chuck Magee,19073,Pens & Art Supplies,2.78
566,Filia McAdams,19365,Paper,5.98
567,Jack Lebron,19617,Office Machines,23.99
568,Jack Lebron,19617,Telephones and Communication,65.99
569,Jack Lebron,20033,Copiers and Fax,499.99
570,Harold Engle,21223,Bookcases,100.98
571,Harold Engle,21223,Office Furnishings,51.65
572,Jack Lebron,21378,Binders and Binder Accessories,28.53
573,Jack Lebron,21378,Computer Peripherals,99.99
574,Frank Atkinson,21542,Pens & Art Supplies,21.38
575,Frank Atkinson,21542,Tables,348.21
576,Jack Lebron,22469,Appliances,60.98
577,Jack Lebron,22469,Tables,290.98
578,Evan Minnotte,22656,Computer Peripherals,30.98
579,Joy Smith,22695,Paper,10.06
580,Dan Reichenbach,23076,Office Furnishings,14.2
581,Jack Lebron,24038,Telephones and Communication,65.99
582,Frank Atkinson,24067,Paper,5.98
583,Frank Atkinson,24067,Telephones and Communication,65.99
584,Erica Bern,24388,Copiers and Fax,549.99
585,Jack Lebron,24451,Appliances,68.81
586,Filia McAdams,24806,Binders and Binder Accessories,5.18
587,Jack Lebron,24965,Binders and Binder Accessories,420.98
588,Jack Lebron,24965,Office Furnishings,29.18
589,Giulietta Baptist,25154,Pens & Art Supplies,6.68
590,Joy Smith,25315,Appliances,225.04
591,Joy Smith,25315,Pens & Art Supplies,2.84
592,Joy Smith,25315,Tables,31.76
593,Greg Guthrie,25376,Office Furnishings,6.28
594,Carlos Soltero,26240,Computer Peripherals,39.48
595,Carlos Soltero,26240,Office Furnishings,3.7
596,Harold Engle,26791,Storage & Organization,11.29
597,Erica Bern,28836,Telephones and Communication,195.99
598,Erica Bern,28836,Binders and Binder Accessories,172.99
599,Hilary Holden,28995,Paper,30.98
600,Hilary Holden,28995,Paper,19.98
601,Jack Lebron,29121,Telephones and Communication,125.99
602,Filia McAdams,29319,Chairs & Chairmats,238.4
603,Filia McAdams,29319,Copiers and Fax,199.99
604,Greg Guthrie,29382,Envelopes,5.68
605,Greg Guthrie,29382,Office Furnishings,19.98
606,Harold Engle,29445,Office Machines,90.97
607,Philip Brown,29762,Rubber Bands,1.48
608,Helen Abelman,30048,Appliances,180.98
609,Hilary Holden,30243,Appliances,60.22
610,Hilary Holden,30243,Copiers and Fax,199.99
611,Christopher Schild,30372,Office Furnishings,12.22
612,Carlos Soltero,30499,Envelopes,5.98
613,Carlos Soltero,30499,Pens & Art Supplies,5.84
614,Erica Bern,32199,Binders and Binder Accessories,4.91
615,Erica Bern,32199,Copiers and Fax,3499.99
616,Erica Bern,32199,Pens & Art Supplies,5.84
617,Erica Bern,32327,Tables,550.98
618,Joy Smith,32676,Computer Peripherals,45.19
619,Joy Smith,32835,Telephones and Communication,45.99
620,Christopher Schild,32869,Computer Peripherals,8.12
621,Christopher Schild,32869,Office Furnishings,51.65
622,Christopher Schild,32869,Pens & Art Supplies,6.68
623,Christopher Schild,32869,Telephones and Communication,175.99
624,Evan Minnotte,33763,Copiers and Fax,499.99
625,Christopher Schild,34048,Office Furnishings,22.23
626,Greg Guthrie,34275,Pens & Art Supplies,4.84
627,Harold Engle,34438,Pens & Art Supplies,20.15
628,Philip Brown,34880,Paper,6.48
629,Carlos Soltero,34978,Binders and Binder Accessories,3.52
630,Jennifer Braxton,35141,Binders and Binder Accessories,67.28
631,Dan Reichenbach,35300,Labels,2.89
632,Dan Reichenbach,35300,Office Furnishings,41.32
633,Dan Reichenbach,35300,Paper,8.95
634,Carlos Soltero,35558,Office Furnishings,13.79
635,Carlos Soltero,36293,Computer Peripherals,100.98
636,Carlos Soltero,36293,Paper,6.48
637,Giulietta Baptist,36516,Computer Peripherals,100.98
638,Jack Lebron,36677,Copiers and Fax,599.99
639,Guy Armstrong,37185,Pens & Art Supplies,2.6
640,Hilary Holden,37888,Binders and Binder Accessories,20.98
641,Jack Lebron,38310,Appliances,3.48
642,Erica Bern,40327,Envelopes,3.69
643,Erica Bern,40327,Paper,4.28
644,Harold Engle,40480,Binders and Binder Accessories,420.98
645,Harold Engle,40480,Office Furnishings,26.48
646,Jim Sink,40800,Envelopes,5.68
647,Jennifer Braxton,40835,Binders and Binder Accessories,15.01
648,Jennifer Braxton,40835,Computer Peripherals,40.48
649,Jennifer Braxton,40835,Storage & Organization,12.28
650,Joy Smith,40871,Binders and Binder Accessories,8.85
651,Joy Smith,40871,Chairs & Chairmats,110.98
652,Harold Engle,41570,Paper,104.85
653,Philip Brown,41991,Chairs & Chairmats,50.98
654,Philip Brown,41991,Office Furnishings,14.58
655,Philip Brown,41991,Office Furnishings,45.98
656,Giulietta Baptist,42400,Computer Peripherals,19.98
657,Giulietta Baptist,42400,Computer Peripherals,10.97
658,Paul Gonzalez,42754,Binders and Binder Accessories,10.98
659,Logan Haushalter,42918,Binders and Binder Accessories,14.27
660,Logan Haushalter,42918,Office Machines,9.49
661,Filia McAdams,42944,Chairs & Chairmats,216.6
662,Carlos Soltero,44037,Office Furnishings,22.23
663,Carlos Soltero,44037,Telephones and Communication,55.99
664,Erica Bern,44387,Computer Peripherals,29.89
665,Erica Bern,44387,Paper,8.34
666,Greg Guthrie,44576,Tables,124.49
667,Dan Reichenbach,45601,Paper,19.98
668,Jim Sink,45606,Office Furnishings,8.75
669,Jim Sink,45606,Pens & Art Supplies,5.85
670,Carlos Soltero,46119,Binders and Binder Accessories,3.8
671,Carlos Soltero,46119,Paper,7.98
672,Carlos Soltero,46119,Tables,417.4
673,Chuck Magee,46756,Paper,7.28
674,Philip Brown,47714,Binders and Binder Accessories,5.53
675,Hilary Holden,47846,Office Furnishings,10.68
676,Hilary Holden,47846,Office Furnishings,110.98
677,Hilary Holden,47846,Office Furnishings,105.98
678,Hilary Holden,47846,Paper,6.68
679,Greg Guthrie,47876,Appliances,46.89
680,Jennifer Braxton,48067,Telephones and Communication,125.99
681,Jennifer Braxton,48067,Telephones and Communication,195.99
682,Erica Bern,48199,Envelopes,15.74
683,Jim Sink,49029,Telephones and Communication,195.99
684,Noah Childs,49216,Binders and Binder Accessories,24.92
685,Noah Childs,49216,Office Machines,270.97
686,Noah Childs,49216,Paper,12.28
687,Evan Minnotte,49990,Office Machines,442.14
688,Guy Armstrong,50081,Bookcases,70.98
689,Guy Armstrong,50404,Storage & Organization,210.55
690,Guy Armstrong,50404,Tables,182.55
691,Chuck Magee,50784,Computer Peripherals,32.98
692,Greg Guthrie,50850,Binders and Binder Accessories,40.98
693,Greg Guthrie,50850,Tables,417.4
694,Carlos Soltero,51075,Telephones and Communication,35.99
695,Greg Guthrie,51461,Office Furnishings,19.99
696,Greg Guthrie,51558,Paper,6.68
697,Greg Guthrie,51558,Tables,85.29
698,Carlos Soltero,52130,Binders and Binder Accessories,4.13
699,Carlos Soltero,52130,Office Furnishings,40.89
700,Greg Guthrie,52482,Appliances,40.98
701,Greg Guthrie,52482,Office Furnishings,22.23
702,Christopher Schild,53410,Appliances,14.81
703,Joy Smith,53477,Chairs & Chairmats,95.95
704,Joy Smith,53477,Chairs & Chairmats,300.98
705,Joy Smith,53477,Paper,37.94
706,Joy Smith,53477,Storage & Organization,161.55
707,Joy Smith,53508,Computer Peripherals,80.98
708,Joy Smith,53508,Office Machines,13.99
709,Joy Smith,53508,Paper,15.04
710,Guy Armstrong,53703,Storage & Organization,140.85
711,Brian Moss,54115,Appliances,4.37
712,Brian Moss,54115,Binders and Binder Accessories,4.98
713,Logan Haushalter,54437,Telephones and Communication,55.99
714,Guy Armstrong,54501,Telephones and Communication,65.99
715,Guy Armstrong,54501,Office Machines,13.99
716,Guy Armstrong,54501,Storage & Organization,20.34
717,Christopher Schild,54753,Telephones and Communication,155.99
718,Jim Sink,55138,Storage & Organization,48.91
719,Carlos Soltero,55271,Chairs & Chairmats,100.89
720,Jennifer Braxton,55331,Envelopes,3.69
721,Brian Moss,55618,Telephones and Communication,35.99
722,Harold Engle,56645,Paper,30.98
723,Harold Engle,56645,Tables,348.21
724,Carlos Soltero,56803,Paper,6.48
725,Hilary Holden,57159,Chairs & Chairmats,280.98
726,Hilary Holden,57159,Paper,9.99
727,Logan Haushalter,57507,Binders and Binder Accessories,15.01
728,Guy Armstrong,57922,"Scissors, Rulers and Trimmers",6.84
729,Erica Bern,58117,"Scissors, Rulers and Trimmers",3.14
730,Logan Haushalter,58278,Office Furnishings,99.23
731,Logan Haushalter,58278,Telephones and Communication,85.99
732,Harold Engle,58502,Chairs & Chairmats,226.67
733,Christopher Schild,58788,Computer Peripherals,30.98
734,Helen Abelman,58947,Paper,8.01
735,Helen Abelman,58947,Paper,4.98
736,Jack Lebron,59074,Office Furnishings,14.98
737,Jack Lebron,59233,Bookcases,100.98
738,Jack Lebron,59233,Office Furnishings,14.34
739,Giulietta Baptist,59425,Computer Peripherals,83.1
740,Giulietta Baptist,59425,Paper,37.94
741,Jim Sink,59750,Paper,6.48
742,Julie Creighton,35,Pens & Art Supplies,9.11
743,Julie Creighton,35,Telephones and Communication,155.99
744,Sanjit Chand,294,Storage & Organization,193.17
745,Matt Collins,450,Pens & Art Supplies,34.58
746,Matt Collins,450,Storage & Organization,15.7
747,Matt Collins,1028,Computer Peripherals,28.48
748,Matt Collins,1028,Telephones and Communication,205.99
749,Justin Knight,1314,Paper,9.27
750,Rob Haberlin,2279,Chairs & Chairmats,90.98
751,Rob Haberlin,2279,Storage & Organization,20.98
752,Rob Haberlin,2465,Computer Peripherals,39.48
753,Rob Haberlin,2530,Labels,2.61
754,Rob Haberlin,2883,Storage & Organization,64.98
755,Christina Vanderzanden,3362,Computer Peripherals,40.98
756,Christina Vanderzanden,3362,Storage & Organization,15.14
757,Matt Collins,5318,Appliances,131.12
758,Matt Collins,5318,Telephones and Communication,200.99
759,Sanjit Chand,5988,Copiers and Fax,499.99
760,Matt Collins,6115,Office Furnishings,17.78
761,Justin Knight,6337,Office Furnishings,70.71
762,Justin Knight,6337,Tables,376.13
763,Rob Haberlin,6434,Paper,4.76
764,Lena Cacioppo,7136,Computer Peripherals,39.48
765,Lena Cacioppo,7136,Labels,4.91
766,Kimberly Carter,7489,Bookcases,180.98
767,Gene Hale,7968,Chairs & Chairmats,150.98
768,Christina Vanderzanden,8227,Computer Peripherals,4.77
769,Matt Collins,9123,Storage & Organization,14.03
770,Sally Knutson,9792,Binders and Binder Accessories,5.4
771,Kimberly Carter,9860,Computer Peripherals,7.28
772,Christina Vanderzanden,10310,Pens & Art Supplies,2.88
773,Christina Vanderzanden,10310,Telephones and Communication,195.99
774,Kimberly Carter,10369,Paper,5.78
775,Kimberly Carter,10369,Computer Peripherals,28.48
776,Rob Haberlin,10692,Pens & Art Supplies,3.57
777,Rob Haberlin,10692,Telephones and Communication,200.99
778,Rob Haberlin,10692,Telephones and Communication,195.99
779,Justin Knight,11553,Storage & Organization,52.99
780,Justin Knight,11553,Bookcases,100.98
781,Justin Knight,11553,Telephones and Communication,85.99
782,Christina Vanderzanden,11776,Rubber Bands,1.26
783,Marina Lichtenstein,11782,Paper,4.98
784,Marina Lichtenstein,11782,Telephones and Communication,66.99
785,Justin Knight,12199,Binders and Binder Accessories,6.54
786,Justin Knight,12199,Storage & Organization,155.06
787,Gene Hale,14275,Binders and Binder Accessories,2.08
788,Gene Hale,14275,Chairs & Chairmats,160.98
789,Gene Hale,14535,Storage & Organization,11.29
790,Rob Haberlin,15329,Computer Peripherals,29.89
791,Gene Hale,15621,Pens & Art Supplies,1.68
792,Gene Hale,15621,Storage & Organization,28.28
793,Michelle Arnett,17826,Binders and Binder Accessories,3.89
794,Sally Knutson,17926,Storage & Organization,15.31
795,Rob Haberlin,18247,Office Furnishings,7.59
796,Justin Knight,18471,Pens & Art Supplies,5.98
797,Justin Knight,18471,"Scissors, Rulers and Trimmers",2.08
798,Justin Knight,18471,Paper,5.98
799,Lena Cacioppo,19813,Telephones and Communication,45.99
800,Seth Vernon,20322,Binders and Binder Accessories,3.58
801,Seth Vernon,20322,Bookcases,100.98
802,Seth Vernon,20322,Paper,5.78
803,Gene Hale,20422,Office Furnishings,14.34
804,Luke Weiss,20448,Envelopes,3.69
805,Justin Knight,21892,Binders and Binder Accessories,4.91
806,Rob Haberlin,22980,Storage & Organization,12.44
807,Julie Creighton,23907,Telephones and Communication,65.99
808,Sanjit Chand,24064,Office Machines,297.64
809,Justin Knight,24132,Binders and Binder Accessories,6.75
810,Justin Knight,24132,Binders and Binder Accessories,7.1
811,Justin Knight,24132,Computer Peripherals,20.95
812,Justin Knight,24132,Binders and Binder Accessories,39.06
813,Justin Knight,24132,Binders and Binder Accessories,3.52
814,Justin Knight,24132,Storage & Organization,15.51
815,Luke Weiss,24576,Telephones and Communication,20.99
816,Luke Weiss,24576,Office Furnishings,14.58
817,Christina Vanderzanden,25248,Computer Peripherals,8.33
818,Christina Vanderzanden,25248,Paper,48.91
819,Lena Cacioppo,25475,Paper,6.48
820,Seth Vernon,26978,Paper,18.97
821,Sanjit Chand,27105,Envelopes,5.98
822,Sanjit Chand,27105,Office Furnishings,10.4
823,Julie Creighton,28068,Computer Peripherals,27.48
824,Sanjit Chand,28802,Office Furnishings,17.67
825,Sanjit Chand,28802,Paper,8.34
826,Sanjit Chand,28802,Telephones and Communication,205.99
827,Anthony Johnson,28839,Pens & Art Supplies,3.34
828,Anthony Johnson,29252,Paper,6.48
829,Kimberly Carter,31941,Appliances,78.65
830,Kimberly Carter,31941,Paper,6.48
831,Marina Lichtenstein,32418,Chairs & Chairmats,243.98
832,Sanjit Chand,34241,Envelopes,52.71
833,Sally Knutson,34816,Appliances,41.71
834,Sally Knutson,34816,Envelopes,60.98
835,Luke Weiss,35011,"Scissors, Rulers and Trimmers",10.98
836,Anthony Johnson,36068,Appliances,279.81
837,Michelle Arnett,36930,Telephones and Communication,85.99
838,Luke Weiss,37315,Paper,4.28
839,Luke Weiss,37315,Telephones and Communication,175.99
840,Luke Weiss,37925,Office Machines,90.97
841,Luke Weiss,37925,Telephones and Communication,65.99
842,Rob Haberlin,38021,Binders and Binder Accessories,30.44
843,Julie Creighton,38336,Binders and Binder Accessories,6.75
844,Julie Creighton,38336,Computer Peripherals,10.97
845,Justin Knight,38565,Office Furnishings,10.64
846,Sally Knutson,39783,Appliances,4.06
847,Sally Knutson,39783,Binders and Binder Accessories,8.85
848,Sally Knutson,39783,Labels,3.15
849,Michelle Arnett,42500,Appliances,48.92
850,Michelle Arnett,42500,Binders and Binder Accessories,8.69
851,Julie Creighton,44162,"Scissors, Rulers and Trimmers",10.98
852,Sally Knutson,44256,Paper,8.01
853,Sally Knutson,44256,Paper,6.48
854,Sally Knutson,44256,Pens & Art Supplies,40.97
855,Sally Knutson,44320,Tables,154.13
856,Kimberly Carter,45377,Binders and Binder Accessories,2.08
857,Rob Haberlin,47367,Binders and Binder Accessories,3.8
858,Rob Haberlin,47367,Labels,3.69
859,Sally Knutson,47750,Labels,2.88
860,Sally Knutson,47750,Office Furnishings,25.38
861,Marina Lichtenstein,48388,Binders and Binder Accessories,5.74
862,Christina DeMoss,49059,Labels,2.89
863,Christina DeMoss,49059,Paper,48.91
864,Luke Weiss,49510,Pens & Art Supplies,2.58
865,Sally Knutson,49634,Binders and Binder Accessories,2.88
866,Michelle Arnett,50210,Labels,3.75
867,Michelle Arnett,50210,Rubber Bands,1.86
868,Sanjit Chand,50503,Telephones and Communication,65.99
869,Anthony Johnson,50816,Appliances,11.97
870,Anthony Johnson,50816,Binders and Binder Accessories,28.53
871,Anthony Johnson,50816,Computer Peripherals,15.28
872,Luke Weiss,51073,Office Furnishings,136.98
873,Luke Weiss,51073,Office Furnishings,30.93
874,Rob Haberlin,51584,Chairs & Chairmats,110.98
875,Monica Federle,51879,Office Furnishings,51.94
876,Monica Federle,51879,Paper,19.98
877,Kimberly Carter,52288,Office Furnishings,78.69
878,Michelle Arnett,53190,Binders and Binder Accessories,28.53
879,Michelle Arnett,53190,Telephones and Communication,65.99
880,Sanjit Chand,53536,Office Furnishings,22.98
881,Sanjit Chand,53536,Tables,179.29
882,Marina Lichtenstein,53572,Envelopes,11.09
883,Joy Smith,53825,Paper,48.04
884,Christina DeMoss,53863,Storage & Organization,161.55
885,Monica Federle,54119,Rubber Bands,5.81
886,Monica Federle,54119,Storage & Organization,29.74
887,Michelle Arnett,56224,Binders and Binder Accessories,3.81
888,Michelle Arnett,56224,Chairs & Chairmats,95.95
889,Michelle Arnett,56224,Rubber Bands,7.89
890,Michelle Arnett,56224,Tables,124.49
891,Michelle Arnett,56293,Office Furnishings,19.99
892,Michelle Arnett,56293,Storage & Organization,16.91
893,Sally Knutson,57959,Rubber Bands,5.81
894,Sally Knutson,57959,Computer Peripherals,26.31
895,Christina DeMoss,58500,Telephones and Communication,110.99
896,Joy Smith,59584,Bookcases,100.98
897,Joy Smith,59584,Office Machines,150.98
898,Sonia Sunley,261,Telephones and Communication,140.99
899,Anthony O'Donnell,928,Appliances,59.98
900,Anthony O'Donnell,928,Office Furnishings,14.58
901,Emily Grady,1282,Computer Peripherals,31.78
902,Emily Grady,1282,Pens & Art Supplies,2.78
903,Alex Avila,1856,Appliances,60.98
904,Alex Avila,1856,Telephones and Communication,125.99
905,Alex Avila,1856,Telephones and Communication,125.99
906,Brian Moss,1925,Chairs & Chairmats,276.2
907,Emily Grady,2848,Office Furnishings,43.31
908,Emily Grady,2848,Telephones and Communication,125.99
909,Anna Andreadi,5504,Paper,5.78
910,Anna Andreadi,5504,Telephones and Communication,45.99
911,Emily Grady,8390,Computer Peripherals,30.98
912,Barbara Fisher,8545,Binders and Binder Accessories,4.13
913,Barbara Fisher,8545,Bookcases,130.98
914,Emily Grady,9573,"Scissors, Rulers and Trimmers",3.14
915,Kelly Williams,9892,Envelopes,27.18
916,Sonia Sunley,10048,Computer Peripherals,73.98
917,Sonia Sunley,10048,"Scissors, Rulers and Trimmers",3.68
918,Sonia Sunley,10144,Chairs & Chairmats,355.98
919,Sonia Sunley,10144,Chairs & Chairmats,160.98
920,Sonia Sunley,10144,Tables,280.98
921,Sonia Sunley,10432,Computer Peripherals,179.99
922,Jocasta Rupert,10661,"Scissors, Rulers and Trimmers",6.84
923,Sonia Sunley,12806,Envelopes,35.89
924,Kelly Williams,13158,Binders and Binder Accessories,6.75
925,Anna Andreadi,13507,Paper,6.78
926,Rick Duston,14375,Paper,5.78
927,Sonia Sunley,14627,Binders and Binder Accessories,14.48
928,Angele Hood,14852,Binders and Binder Accessories,420.98
929,Sonia Sunley,16230,Labels,7.31
930,Sonia Sunley,16230,Bookcases,130.98
931,Sonia Sunley,16230,Paper,48.91
932,Sonia Sunley,16230,Storage & Organization,111.03
933,Sonia Sunley,19074,Appliances,208.16
934,Dennis Bolton,20194,Office Furnishings,20.24
935,Stewart Carmichael,21024,Pens & Art Supplies,5.84
936,Dennis Bolton,21509,Labels,3.69
937,Sonia Sunley,21856,Labels,3.69
938,Sonia Sunley,21856,"Scissors, Rulers and Trimmers",3.14
939,Stewart Carmichael,22119,Appliances,49.43
940,Kelly Williams,22534,Envelopes,83.93
941,Sonia Sunley,22629,Computer Peripherals,73.98
942,Kelly Williams,23011,Computer Peripherals,10.01
943,Sonia Sunley,24070,Binders and Binder Accessories,4.91
944,Sonia Sunley,24070,Chairs & Chairmats,140.81
945,Sonia Sunley,24070,Pens & Art Supplies,5.58
946,Sonia Sunley,24737,Chairs & Chairmats,180.98
947,Sonia Sunley,24737,Paper,6.48
948,Anna Andreadi,26373,Appliances,40.98
949,Seth Vernon,26978,Copiers and Fax,599.99
950,Seth Vernon,26978,Paper,40.99
951,Seth Vernon,26978,Storage & Organization,15.31
952,Alex Avila,27174,Telephones and Communication,35.99
953,Sarah Foster,27876,Pens & Art Supplies,16.99
954,Alex Avila,28582,Computer Peripherals,39.24
955,Alex Avila,28582,Paper,8.01
956,Anna Andreadi,28868,Paper,6.48
957,Angele Hood,29857,Bookcases,140.98
958,Sonia Sunley,29921,Binders and Binder Accessories,120.98
959,Kelly Williams,30659,Telephones and Communication,85.99
960,Anna Andreadi,30660,Tables,71.37
961,Alex Avila,30883,Paper,6.98
962,Jim Karlsson,32871,Computer Peripherals,20.97
963,Sonia Sunley,33600,Paper,4.28
964,Alex Avila,33632,Telephones and Communication,115.99
965,Lisa DeCherney,33665,Chairs & Chairmats,284.98
966,Barbara Fisher,34434,Binders and Binder Accessories,1.8
967,Barbara Fisher,34434,Labels,4.98
968,Barbara Fisher,34753,Telephones and Communication,20.99
969,Lisa DeCherney,35364,Paper,4.28
970,Lisa DeCherney,35364,Tables,376.13
971,Lisa DeCherney,35364,Tables,424.21
972,Lisa DeCherney,35364,Telephones and Communication,195.99
973,Barbara Fisher,35812,Chairs & Chairmats,113.98
974,Barbara Fisher,35812,Computer Peripherals,30.73
975,Barbara Fisher,35812,Paper,47.9
976,Alex Avila,37063,Office Furnishings,17.67
977,Roy Skaria,37281,Telephones and Communication,20.99
978,Angele Hood,37798,Chairs & Chairmats,291.73
979,Seth Vernon,38017,Paper,4.98
980,Seth Vernon,38017,Telephones and Communication,125.99
981,Sarah Foster,38272,Binders and Binder Accessories,1.88
982,Kelly Williams,39301,Computer Peripherals,152.48
983,Dennis Bolton,39367,Binders and Binder Accessories,4.13
984,Dennis Bolton,39367,Envelopes,4.48
985,Roy Skaria,39655,Computer Peripherals,7.28
986,Jim Karlsson,40803,Binders and Binder Accessories,3.8
987,Jim Karlsson,40803,Chairs & Chairmats,300.98
988,Barbara Fisher,40806,Binders and Binder Accessories,5.4
989,Anna Andreadi,43523,Paper,5.98
990,Seth Vernon,44199,Rubber Bands,3.95
991,Alex Avila,44231,Chairs & Chairmats,160.98
992,Alex Avila,44231,Computer Peripherals,17.98
993,Alex Avila,44231,Telephones and Communication,115.99
994,Sonia Sunley,45573,Chairs & Chairmats,120.98
995,Lisa DeCherney,45763,Labels,2.61
996,Dennis Bolton,48165,Paper,6.48
997,Anthony O'Donnell,48197,Office Furnishings,40.97
998,Barbara Fisher,48484,Computer Peripherals,16.48
999,Barbara Fisher,48484,Office Furnishings,20.24
1000,Barbara Fisher,48484,Paper,18.97
